Sample_ID,G,ID,Spp,Type,DBH,PointX,PointY,AG,BG,CBH,NAG,BX,AP,PO,PX,pH,dw,ppmC,ppmN,CppmC,CppmN,MBC,MBN,NH4,NO3,InorgN,pct_POM,MAOM_d13C,pct_MAOM_C,MAOM_d15N,pct_MAOM_N,MAOM_CN,POM_d13C,pct_POM_C,POM_d15N,pct_POM_N,POM_CN,bulk_d13C,bulk_pctC,bulk_d15N,bulk_pctN,bulk_CN,leaf_d15N,leaf_pctN,leaf_d13C,leaf_pctC,leaf_CN,Al-conc,Ca-conc,Fe-conc,K-conc,Mg-conc,Mn-conc,Na-conc,CEC,Pct_base_sat
ECM001,T,T11,TILAME,Bulk,48.6,149.1,400.5,55.57845725,522.4927561,228.3575563,294.6033436,128.1666138,726.0870527,0.356350125,0.254673586,6.56,0.542457542,13.47032385,9.102402707,340.5001591,55.51247459,327.0298353,6.098661681,2.780254018,11.59383633,14.37409035,0.095311415,-25.90732147,1.008509835,6.512580688,1.09129365,12.02645966,-27.97112446,0.179434371,3.195804701,0.115040092,20.29696654,-26.28907442,8.335156008,5.786269798,0.64049167,13.01367791,2.01753221,2.056367756,-30.77610346,47.04068264,22.87337874,31.11000568,3112.279701,3.90526981,170.6848362,456.0475253,79.16256437,18.38363147,20.45540687,96.79756489
ECM002,C,C24,CARLAC,Bulk,35.3,250.6,386.7,25.92449344,437.7669411,128.2809192,200.50651,102.1001447,520.9715812,0.504817326,0.537921102,6.58,0.629,29.33314698,8.323123617,358.2760642,43.85360268,328.9429172,5.268887583,2.184623375,6.862045305,9.04666868,0.10122482,-26.06499628,0.898698025,6.3594558,0.954544035,11.76917064,-28.5133046,0.148829479,3.209714443,0.09674302,19.23652705,-26.71696802,8.055044038,5.871037692,0.644376988,12.50068818,1.441165389,0.995211869,-29.57064463,47.60829555,47.83737885,11.81419165,7402.777107,1.322020336,125.9461331,788.8445566,27.63867296,25.10625515,44.10347237,99.45791522
ECM003,T,T12,TILAME,Bulk,46.5,136.1,415.6,44.53350972,522.3043607,155.5717417,230.6249908,94.8204407,438.5659999,0.41815376,0.334854462,6.61,0.595284872,20.34042938,8.944512205,288.7853376,40.76351628,268.4449082,4.557377233,1.310852139,6.762531428,8.073383567,0.110600004,-25.25473554,1.080085285,6.612186718,1.097547327,12.28496653,-28.36045383,0.101441351,3.913126579,0.064863076,19.52107677,-25.74818848,6.621488026,6.039532563,0.530415655,12.48360385,2.026382184,1.98916407,-30.36796419,43.50691096,21.8729602,13.30875508,6977.530989,-3.75540635,150.4210592,979.3069219,3.922071631,31.63793067,43.56283474,99.62753937
ECM005,C,C29,CARLAC,Bulk,30.6,240.92,394.42,24.85502872,338.9908393,134.9618048,192.7573463,115.0051761,506.2405163,0.622207467,0.637286412,6.47,0.582834331,36.49202747,16.68682926,386.2097287,48.14349043,349.7177012,2.885119137,2.129444401,9.552965616,11.68241002,0.060657949,-26.06085507,1.054248568,6.326308878,1.113582353,12.07676012,-28.5132841,0.128332205,4.190281588,0.081839753,20.00397957,-26.27827997,8.157863626,6.029786975,0.63949415,12.75674486,0.965348,0.980744302,-31.46956983,46.05661132,46.9612835,8.954636445,7660.767227,3.301070301,171.3845819,1268.718013,4.371922467,-0.268119423,49.2408205,99.72946579
ECM006,T,T10,TILAME,Bulk,49.2,146.11,357.51,50.26552894,561.1121712,211.4610708,240.7704263,124.0752033,842.5944721,0.380882919,0.309408905,6.55,0.585414585,26.59429278,10.53294805,371.2831061,51.57615665,344.6888133,4.896649675,2.158480564,4.304076609,6.462557173,0.153929613,-24.99648227,0.952450135,6.054917465,0.995192341,12.22485422,-26.97499397,0.157863259,3.454244523,0.102897576,19.59741779,-25.35384051,6.871724009,5.439074519,0.537961998,12.77362935,1.898624481,1.715979627,-30.31157905,41.31029019,24.07458738,-5.501045683,8068.229771,-0.688698344,135.9316507,1500.382055,10.37727676,12.22691892,53.04754853,99.92878438
ECM007,Q,Q15,QUEMAC,Bulk,56.7,205.8,392.6,28.56149373,469.6139037,119.1953001,156.0384453,107.6254359,461.5182937,0.650711588,0.554603415,6.53,0.651,30.08828748,12.52772154,337.4850742,46.09440133,307.3967867,3.679392233,1.397360865,5.859081712,7.256442577,0.102787248,-25.87360293,1.003306263,6.59022604,1.066757547,12.40130588,-28.81794356,0.144079877,3.462588218,0.08977319,21.16772625,-26.54976249,7.1508976,6.169895685,0.542322019,13.18608797,0.869393873,1.133803191,-28.25646392,50.85498028,44.86606688,9.02739474,9271.288978,1.830389502,141.0059438,1426.154629,10.95070805,-13.78778412,58.5124255,99.74352185
ECM008,C,C16,CARLAC,Bulk,37.4,231.54,330.84,26.69941486,349.8425115,127.0382246,134.0168318,98.03695253,463.7770449,0.239320217,0.197010037,6.21,0.705529381,9.941451345,3.866815361,350.7912118,41.43592956,340.8497605,10.7157766,2.255953298,3.365921087,5.621874385,0.04950616,-24.99922851,0.938966289,6.863200613,0.959900505,12.54033037,-27.38733227,0.076902968,4.066530283,0.054739155,18.01151137,-25.5368435,6.87573567,6.185563646,0.536331987,12.81991387,2.479371382,1.466445147,-30.11277748,45.82572112,31.24982115,8.514798649,10668.66219,-0.469258263,126.0748008,1608.028305,-0.563704172,12.60704074,66.94353931,99.85857693
ECM009,T,T03,TILAME,Bulk,82.7,135.66,356.74,44.41641286,455.8978482,112.1342699,178.7494941,96.7079067,672.5379608,0.029831262,0.049160378,6.38,0.68972332,18.58505287,5.788556624,247.098664,29.360683,228.5136111,5.072194142,1.401108791,2.214013652,3.615122443,0.055625692,-24.63534549,0.99919822,6.525864973,0.525280874,11.01475666,-26.77362754,0.129862754,3.548123822,0.040045062,18.78259703,-25.01170095,9.337639211,5.95317538,0.808217339,11.5533765,1.90560183,1.759362205,-27.5308635,45.96205378,26.13157636,22.6284372,9533.796822,3.266833706,296.1512269,1592.190451,3.05738125,20.17271119,61.80344112,99.54649956
ECM011,T,T22,TILAME,Bulk,36,129.7,364.5,24.24230857,427.3920082,110.6166197,171.9948032,87.06281322,640.7383786,0.423265854,0.385016638,6.47,0.679320679,33.58032887,11.32922405,304.5216703,38.1696454,270.9413414,3.369131481,1.341483939,3.69159818,5.033082119,0.092685185,-24.9052207,0.972406398,7.026124237,1.005592636,11.71483554,-27.997371,0.179545953,3.693409557,0.110533892,19.67848195,-25.61526975,5.930010923,6.358998132,0.48949974,12.11468268,2.07844762,2.13327533,-30.21659209,43.48749952,20.38516548,22.24618626,9383.105242,3.44950287,126.2423706,1815.034454,2.412077216,-12.85691971,62.3572464,99.55953663
ECM012,Q,Q25,QUEMAC,Bulk,34,192.18,384.38,32.25066726,406.4137533,170.4350614,217.6479268,95.84201685,684.6010311,0.664023681,0.53622004,6.82,0.528599606,52.96441651,22.59539935,248.6100066,39.81455786,195.6455901,1.762064801,1.889346768,9.928999976,11.81834674,0.092224813,-25.49438132,1.000181979,6.525339141,1.003329329,12.62321111,-28.29528108,0.144111245,3.550994719,0.09054276,20.15422559,-25.92837457,8.844996844,5.948324962,0.698496816,12.66307194,0.699216454,0.978102267,-29.50923669,49.84220951,50.95946525,6.010607047,6912.185359,-2.17944938,121.3613654,1132.775265,2.281529116,8.14640298,44.23597096,99.83014717
ECM013,T,T26,TILAME,Bulk,35.5,142.12,410.62,23.67153438,371.5009436,121.1459631,179.076381,62.89085566,453.7132155,0.39925715,0.362808576,6.74,0.632367632,28.96308158,10.3468658,117.9307286,21.88179255,88.96764702,2.114823269,1.243448556,6.497688957,7.741137513,0.068754722,-25.47560921,0.970335622,6.401486479,1.080893016,12.41447764,-28.0969904,0.148374153,3.694639314,0.093687313,21.90008836,-26.37834109,7.630341325,5.847448794,0.551793034,13.82826751,2.071475326,2.049401014,-29.80496068,43.67927193,21.3139612,16.16998639,11624.94195,4.653958268,142.4053,2095.587586,2.405789044,9.625116403,75.87531293,99.71855304
ECM015,T,T15,TILAME,Bulk,43,188.47,397.33,52.63876727,657.1108653,214.6018438,379.3605314,140.6854017,731.7679157,0.573921346,0.484117048,6.84,0.516483516,41.62472898,15.74038003,416.6595319,63.04275721,375.0348029,4.005161063,1.529263372,6.603346203,8.132609575,0.084522812,-26.1874854,0.933302877,5.904390054,0.944937583,12.86050127,-27.54149586,0.3997483,4.28727694,0.284724983,18.28062296,-26.58725917,9.435545577,5.490549086,0.724658403,13.02056482,2.172511313,1.645813078,-29.57266547,45.99060281,27.94695664,8.466629961,7850.632604,2.185857954,107.1282243,1217.73246,7.574017008,-9.920578287,49.60464648,99.73096583
ECM016,Q,Q22,QUEMAC,Bulk,38.8,196.1,386.9,29.7730391,489.9471262,174.3997441,249.413954,129.9396181,513.9108069,0.701389278,0.569271565,6.97,0.562437562,52.63558412,17.14677071,511.8366062,76.45382604,459.2010221,4.458788616,2.221460814,10.04607661,12.26753742,0.082644573,-26.51772706,0.954511542,5.867445172,1.017039507,12.37153508,-28.64309593,0.200001064,3.116760465,0.134824504,19.55440827,-27.23919543,10.42897898,5.196153141,0.791154608,13.18267595,0.756492435,1.110659888,-28.53699146,50.82187598,45.75924336,18.67429528,9582.516317,-0.328490071,159.8249838,1662.043292,1.075984026,31.15279777,62.2517242,99.66016809
ECM017,C,C08,CARLAC,Bulk,41,163.09,433.49,34.36426093,417.0506654,135.0163437,210.9982509,117.1466154,474.5532575,0.520798718,0.460862728,6.33,0.602955665,20.96556195,6.503667106,260.2151874,32.85445972,239.2496255,5.051682256,1.517011472,2.628161521,4.145172993,0.116997913,-24.85881471,0.936465561,6.712993515,1.114482743,10.48,-28.25388972,0.111157508,4.003098108,0.068826602,20.14266022,-25.0968833,6.497050259,6.311147201,0.520922848,12.47229897,3.185883529,1.368537298,-29.51259533,46.58284777,34.04456267,3.846196984,9616.233131,-2.463775478,185.8695527,1469.261282,4.278446388,-13.90720905,60.61151828,99.90374716
ECM018,Q,Q01,QUEMAC,Bulk,126,162.99,391.19,49.42849947,430.3499879,151.6151676,243.7431789,112.9351977,534.6776447,0.562302311,0.526639211,6.43,0.688866799,28.32851415,10.16669333,339.7918975,44.13555368,311.4633834,4.341190616,2.101523375,6.510168429,8.611691804,0.089941726,-25.22355712,0.962235048,6.311341971,0.975542129,12.35092776,-27.70063666,0.148321149,3.170801214,0.088623223,20.95605064,-25.42247026,7.908545859,5.666646209,0.631599618,12.52150492,1.45747846,2.127865006,-27.82670223,49.68333963,23.34894634,11.90079816,9583.079804,0.398616853,201.7368442,1544.702439,1.838731555,9.541027487,61.23176214,99.76947131
ECM019,C,C21,CARLAC,Bulk,36,180.91,372.39,25.02922548,419.8337661,133.2435996,211.3853345,84.21131545,692.4811394,0.463963255,0.374028026,6.69,0.665668663,28.16492647,11.2183048,308.6643585,45.12047801,280.499432,4.022040657,1.566778246,7.189143265,8.755921511,0.08637931,-26.0011658,0.926871344,6.258964203,0.996455815,11.61177703,-28.28822863,0.06723459,3.317456437,0.044453879,18.88163696,-26.54863377,7.13007667,5.487176081,0.571164884,12.48344284,2.327346046,1.425102628,-31.23740406,45.54504224,31.96143574,21.63623713,10782.04974,0.311602695,248.5952578,1443.653867,1.540945621,13.48839556,66.62715207,99.62800329
ECM020,T,T14,TILAME,Bulk,43.1,132.6,416.4,34.50842,386.9709249,151.1401591,188.003644,79.86179399,446.6681959,0.213497214,0.201379702,6.49,0.731343284,18.65580015,8.588318535,221.12249,28.81983771,202.4666899,3.355702003,1.818779233,6.96805902,8.786838253,0.076057617,-24.63758281,0.976087485,6.772359216,0.991540481,12.24826337,-27.86506168,0.13930295,3.285703128,0.078871607,21.97672649,-24.95010538,6.354841617,6.351636018,0.510725035,12.44278085,2.188845043,2.161936237,-30.11204354,48.59335349,22.50227135,4.184607291,6647.807438,-1.929025439,119.9448348,1018.766752,1.471410734,1.314985619,41.92191539,99.8762364
ECM021,Q,Q08,QUEMAC,Bulk,101.5,238.56,371.26,22.54143506,349.7469515,121.6746969,181.2615991,91.95293522,425.4495009,0.535851355,0.606390987,6.72,0.547972305,40.27293383,19.9228004,407.3839444,59.64177998,367.1110106,2.993644407,1.788726612,8.827563081,10.61628969,0.134924405,-25.89651704,0.730087453,6.27166,0.831097503,12.87339451,-27.37623171,0.281703806,4.033087917,0.178224081,23.16302296,-26.47739999,10.05336554,5.43341736,0.686026461,14.65444739,0.433109153,0.962458422,-28.54911205,50.42885495,52.39630585,8.957607377,9559.712093,1.017056456,211.514268,1303.795755,2.376088946,23.28030664,59.19011168,99.80788889
ECM022,T,T09,TILAME,Bulk,52.7,141.8,391,20.9966221,369.5132119,110.55692,133.725696,85.50565556,435.374694,0.360008836,0.306905781,6.47,0.672,21.2191358,13.71681205,226.090674,35.57054078,204.8715382,2.593207565,1.889489318,10.36722882,12.25671814,0.084125987,-25.0218626,1.148432781,6.92054109,1.167307735,11.60825746,-28.11040246,0.150428062,3.13275872,0.07568779,23.44290312,-24.95281678,5.692729455,6.92716958,0.482471455,11.79939838,1.970480242,1.835678312,-29.66403074,45.85061067,25.24505048,12.64542827,8253.75474,3.270717419,186.7512104,1365.251667,1.52885658,15.88981513,53.13328308,99.69183726
ECM023,Q,Q06,QUEMAC,Bulk,110.6,144.3,402.1,41.11519681,561.878729,192.0680694,231.3783324,93.86458377,647.1233105,0.328257203,0.279013656,6.67,0.600199402,35.05124427,16.11592843,311.8807928,49.98587048,276.8295485,3.101643861,2.940983641,21.00065266,23.9416363,0.087252798,-26.12476039,0.987827886,5.880068522,1.025021372,12.72528795,-28.15843933,0.189922833,3.325716945,0.121530861,20.63504326,-26.33857852,9.148035285,5.537159523,0.692814346,13.20422939,1.512212228,1.722534615,-28.86758746,49.23301191,28.58178869,20.24113273,7701.23219,20.6592074,168.6099274,1115.376339,6.795991193,13.68902042,48.46095133,99.25552959
ECM024,T,T20,TILAME,Bulk,37.3,206.3,425.2,33.56281315,597.8751423,164.6320743,210.1964455,115.5778171,583.8045394,0.451918771,0.414512424,6.75,0.608391608,26.33949545,11.44637312,273.9479861,36.31943452,247.6084907,3.173008091,1.427543079,6.125888069,7.553431148,0.12006717,-24.90304534,0.998628785,6.648789636,1.093026707,11.3484567,-28.02211449,0.150062068,3.634080905,0.097141802,19.18719947,-25.7524757,6.098245619,6.036796482,0.490977147,12.42069312,2.409113289,1.626539735,-29.9184773,43.59815287,26.80507232,2.628946844,11079.82372,-1.248287679,161.3373951,1563.770875,1.252356432,23.00869133,68.70571254,99.95081971
ECM025,T,T23,TILAME,Bulk,36,154.18,367.42,55.37917382,441.9021407,172.0342788,225.4017661,116.0221677,732.3958398,0.324703085,0.285350557,6.58,0.571996028,45.25461175,14.34913706,349.2714332,48.22613797,304.0168215,3.360908588,1.749837989,5.425179014,7.175017003,0.153164546,-24.85522173,0.93822845,6.789552534,0.984755623,12.64992949,-26.87987383,0.256134035,3.860361887,0.162602876,20.92118729,-25.17168779,8.138407529,6.195173065,0.612968524,13.27705565,2.086835118,2.397038649,-29.74252542,45.38152329,18.93411023,24.5101242,6263.641437,-2.544217226,32.21670449,967.3005588,5.078948054,-11.56396598,39.59034925,99.26494513
ECM027,C,C09,CARLAC,Bulk,39.7,207.1,360.4,50.54248083,686.4263882,264.039091,306.5644265,148.5141219,772.4281467,0.577882109,0.460650364,6.67,0.542,31.08047515,9.983093456,630.3586392,80.8932168,599.2781641,8.103021088,2.939676061,3.202863636,6.142539697,0.140682657,-25.81117317,0.893760161,6.539125783,0.956775217,11.4448351,-28.12235443,0.264301042,4.292134949,0.193690715,16.71850305,-26.31546028,8.551803694,5.992354655,0.698045408,12.25133708,1.612830925,1.696963397,-30.57917454,46.53996373,27.42617158,29.11681923,8586.975774,3.723484628,96.32721571,1559.194847,0.040348467,9.918333335,56.31496355,99.38934337
ECM028,C,C15,CARLAC,Bulk,38.1,236.7,377.4,38.63250794,517.08609,200.6955111,270.8444885,114.5621995,628.0701831,0.54378132,0.497284619,6.86,0.517857143,27.69428511,8.87826964,423.3202956,53.42560983,395.6260105,6.017570089,2.753621498,4.045197072,6.79881857,0.107812099,-25.97657509,0.936285952,6.588800339,0.966221454,12.39256282,-28.57418921,0.181301418,3.574389372,0.128677167,18.01883103,-26.52725362,9.370488552,5.65454074,0.732715321,12.78876991,1.419187615,1.223015748,-30.98977142,46.2712044,37.83502104,-2.492903588,8129.79447,-2.696077791,207.1670576,1355.479884,6.61657838,28.24801792,52.40060074,99.95403213
ECM029,Q,Q19,QUEMAC,Bulk,50,248.21,366.41,26.8853993,421.9726511,141.8793123,301.8562283,95.01441279,820.8746714,0.499022395,0.540085135,6.81,0.575518263,52.097538,9.599792181,499.41748,61.97053408,447.319942,6.455403712,2.556481505,3.917295935,6.47377744,0.123492726,-26.15975319,1.017776646,5.871570855,1.055415257,12.56282319,-28.04216022,0.26252159,2.540761641,0.149581119,22.8635911,-26.34689063,7.887627629,5.415797224,0.605463916,13.02755018,-0.027333917,1.051360395,-28.18504541,48.78976221,46.40683137,15.94068733,11024.81597,-2.602858429,170.0203619,1910.738846,5.928600434,-33.88329675,71.37348396,99.72143323
ECM030,C,C03,CARLAC,Bulk,50.2,230.6,376.2,23.82728455,480.3881684,155.1766314,214.8506881,104.4663598,521.9467164,0.511349354,0.606323877,6,0.648702595,17.48794949,6.86036156,279.5401168,31.61715688,262.0521673,4.608672095,1.896909939,4.127216361,6.0241263,0.115327067,-25.61250699,0.909435173,6.693125261,0.890809931,12.16969962,-28.63407036,0.14183214,3.895776227,0.091649127,18.44670571,-26.66240733,7.196337676,6.131812826,0.603673809,11.92108955,1.661103849,1.254301298,-29.45403639,45.57736909,36.39848878,4.519105939,6906.671328,-1.086913276,160.6674128,1151.579473,5.185486897,-14.17506756,44.4222744,99.84439284
ECM032,Q,Q20,QUEMAC,Bulk,47.7,232.9,391.6,46.45643516,544.5029825,187.5872583,348.0760484,154.846578,620.1219732,0.48612861,0.541386086,6.88,0.544,36.94999706,16.83485969,451.1216538,63.96673565,414.1716567,3.799659565,2.213808564,6.470143153,8.683951717,0.084342561,-26.41023951,0.953117386,6.22954317,1.019031239,11.61762165,-28.49737115,0.143837756,3.53141166,0.09870654,18.09853864,-26.93367362,7.98794327,5.805706855,0.643083868,12.42130544,0.230394935,0.966983702,-29.14314976,49.79345725,51.5416981,4.328376827,7114.692929,-2.557006086,50.50665695,1191.552311,7.518214497,9.46071289,45.5550551,99.8342757
ECM033,C,C01,CAROVA,Bulk,57.4,128.6,378.7,59.94093352,591.3197506,215.0783135,211.2749692,109.1750894,721.8457248,0.50155347,0.471751954,6.68,0.563436563,31.05407272,12.1832349,412.1511014,58.17070129,381.0970287,4.774651541,2.184705627,6.942365721,9.127071348,0.127875424,-25.76989656,0.851665391,6.615848955,0.969293293,12.38697776,-27.53123001,0.307075609,3.863706125,0.134740451,32.13118303,-26.19071155,9.604857149,6.051450302,0.681301441,14.09784395,1.58688838,1.339563589,-30.30459039,46.40419731,37.19833042,7.347537783,7135.070432,1.08687009,143.0448304,1125.772902,5.663345994,18.14785657,45.42258447,99.76190022
ECM035,C,C06,CARLAC,Bulk,44.4,194,402.1,46.18877013,568.3165085,197.2792699,310.2629935,128.9829387,438.8340441,0.553408972,0.430068758,6.88,0.574,20.00238604,6.638244716,354.9954209,46.42164139,334.9930349,6.993059668,1.941767849,2.470749381,4.41251723,0.244513723,-25.96048021,0.9861041,6.277239494,1.065124592,11.82740909,-28.02619932,0.180433455,4.462895521,0.139947938,16.47052077,-26.17219364,7.203725918,6.088863023,0.563900198,12.77496143,2.235818442,1.037432942,-30.64882392,44.31741451,42.72484691,13.1301084,8506.686779,1.143460847,174.1126665,1349.51276,-3.512956058,7.653754456,54.18621598,99.71924115
ECM036,Q,Q05,QUEMAC,Bulk,113,152.7,421.9,58.39116332,629.6706868,235.6059671,326.2824131,122.0716179,715.0295995,0.411038408,0.486482564,6.68,0.553,51.43600683,14.36634868,578.3388016,75.83296337,526.9027948,5.278513355,2.558564436,12.58034175,15.13890619,0.131103074,-25.5304911,0.949606777,6.261074404,1.03250275,12.19026076,-27.52177144,0.208775469,4.214192162,0.136428581,20.28302593,-26.0096733,9.380704197,5.626303953,0.70773743,13.25479798,2.265796049,1.184228051,-27.81104227,48.47453055,40.9335304,13.34872399,11418.65551,4.246726658,181.3964463,1679.407505,-0.537923209,21.45303702,71.53010222,99.76061253
ECM038,C,C22,CARLAC,Bulk,35.9,259.4,383.6,46.27747056,527.3230143,225.5738951,302.925031,100.2139306,590.5917794,0.898251967,0.843298277,6.86,0.553553554,47.57683725,11.74858874,564.9959011,82.68028223,517.4190639,7.037465015,3.318988318,8.091754164,11.41074248,0.183138055,-26.25803525,1.003157945,5.159239186,1.088570686,15.34621018,-27.74488103,0.348915485,3.29560031,0.192455588,30.20694355,-26.64280595,10.86688034,5.031297205,0.652548191,16.65563305,1.246966145,1.172339547,-29.96737762,46.56441187,39.72000829,39.79566869,9053.337395,1.541062172,184.7968408,1528.740249,-0.099937309,26.96741158,58.79892837,99.23339548
ECM039,Q,Q17,QUEMAC,Bulk,55.7,194,368.4,24.55579262,489.9397349,150.6378489,210.0809753,106.2549922,792.5870854,0.714709146,0.675876932,6.65,0.59040959,34.70413679,13.55739122,321.1613632,44.70053682,286.4572264,3.297134094,2.247554705,6.702636254,8.950190959,0.351012165,-25.52139141,0.686295327,6.653258717,0.759564695,12.85598346,-27.76125115,0.597741609,3.858998897,0.391735413,21.71167894,-26.33518341,9.717962947,5.887189222,0.682975763,14.22899144,1.651949969,1.131946507,-29.1565487,48.29733608,42.67205824,10.74319506,6588.563048,-0.00088737,102.8070176,1127.102865,7.748264631,26.90263506,42.68098303,99.65404308
ECM040,T,T13,TILAME,Bulk,45.9,198,334.8,58.44879876,499.6318285,191.8179249,324.9440518,98.38128126,398.370518,0.459331477,0.435696612,6.87,0.65060241,24.42095162,9.383781201,293.5848981,43.84653288,269.1639465,4.672586875,2.087258427,7.710870787,9.798129214,0.066910816,-26.06039298,0.922046239,6.135844172,0.938455709,12.51617085,-28.7552639,0.148766463,3.950118173,0.106460843,17.80121848,-26.52808374,7.835877503,5.710867069,0.615113211,12.73916033,1.550084369,1.699285623,-29.30738319,42.96787573,25.28592346,39.97154021,9105.98265,3.759394222,96.26786973,1548.250877,2.715974384,17.39351765,58.97787961,99.19543559
ECM041,C,C18,CARLAC,Bulk,36.8,226,355.5,19.33398033,314.8226598,102.644039,160.1097165,76.32750121,579.5755057,0.556154366,0.533528213,6.68,0.659090909,14.16851334,7.254327432,244.3092748,37.24531428,230.1407615,5.134220178,1.432228218,6.917245342,8.34947356,0.092583845,-25.95146609,0.882750428,6.685161462,0.936376377,11.65461116,-28.656319,0.124002604,3.769691563,0.066086587,23.20034802,-26.29849451,6.424614196,6.145421765,0.519681595,12.36259235,1.376388131,1.079896425,-29.02234958,45.98234467,42.58064411,25.00519635,7684.135257,0.927251398,187.5366954,1353.858566,2.091126421,20.59975346,50.34635618,99.42275962
ECM042,Q,Q03,QUERUB,Bulk,116.8,136.24,371.26,47.605569,604.5237614,216.0181574,285.9696509,130.3680863,953.7882685,0.417102655,0.343449045,6.23,0.661338661,32.26135058,10.40751869,391.1983196,49.85092155,358.936969,4.789894982,2.462300474,5.246739113,7.709039587,0.110315605,-25.78390969,0.923261308,6.162126053,0.953651368,11.95810476,-27.70279324,0.180465824,3.481321052,0.123778387,18.0144383,-25.61824144,8.011258505,5.89386842,0.648523109,12.35323942,1.05405416,1.304860341,-28.26509597,48.92633181,37.49798742,11.63033422,7801.894859,-2.721939325,159.8851259,1261.098701,4.144440385,21.26495481,49.95666247,99.71094535
ECM043,T,T29,TILAME,Bulk,33.7,209.37,328.47,19.06350022,355.8531782,101.6902513,159.2612479,66.04223151,378.8250454,0.448338542,0.416542582,6.57,0.658,22.71692811,10.6191749,260.8498419,37.73808251,238.1329138,3.553767865,2.262260851,5.877381982,8.139642833,0.075987842,-25.61962454,1.100716934,6.434566936,1.106701842,12.55068114,-28.37229597,0.165195476,3.574595403,0.09151334,22.77733618,-25.53499332,5.880367654,6.085107178,0.465966896,12.61937232,1.550176639,1.655925941,-30.75187864,42.86960711,25.8877865,13.38044619,7625.134332,0.949786657,142.4848743,1282.965186,1.552165848,5.380263249,49.15603964,99.67546974
ECM044,C,C23,CARLAC,Bulk,35.7,269.48,369.72,37.08774118,614.9363364,185.1648304,290.2439918,112.0621181,672.2701769,0.751548378,0.720100063,6.56,0.553446553,34.98260111,11.34071568,433.539605,68.18996305,398.5570039,6.012844778,3.026240683,9.406575755,12.43281644,0.119704422,-26.22146854,0.839234398,5.319572285,0.89441163,12.75262674,-27.49625085,0.20525115,3.081839846,0.150888018,18.49007549,-26.73120101,11.72662019,4.713263742,0.862841349,13.59066038,2.054623261,1.098980769,-30.55003045,46.62822283,43.26396159,25.62483222,8780.87995,2.445150644,136.1872183,1537.557695,-0.986119739,26.35777035,57.2321659,99.47922547
ECM045,Q,Q04,QUEMAC,Bulk,115.2,179.71,385.59,47.4195553,752.7358168,401.1205805,262.9162978,156.1349894,1343.063453,1.846862784,1.7674741,6.28,0.60219342,69.15594813,11.00797947,442.2255826,61.71034095,373.0696345,5.605964393,3.172797506,5.204498296,8.377295802,0.167507196,-26.1134907,1.000232678,5.315594113,1.044758323,12.08968857,-28.00676401,0.198781831,2.79303724,0.122977954,20.41183635,-26.24116768,9.038313518,5.071247358,0.715738764,12.62828658,0.900775744,1.397752896,-30.1110057,49.56526284,35.46608804,5.440055194,9831.515404,-0.410250544,138.5826897,1657.234447,3.433485528,20.00273063,63.21332987,99.88454032
ECM046,T,T01,TILAME,Bulk,91.5,158.3,355,50.06896726,464.3637892,181.0908046,200.7408907,115.8405849,435.2465909,0.361706979,0.30778747,6.49,0.675222113,16.87620316,4.546785734,312.3323081,42.54850147,295.4561049,9.357929746,1.761346328,2.616588756,4.377935084,0.055329794,-24.93661375,0.971627259,6.282859034,1.014020867,11.40695514,-27.61563539,0.071154187,3.470455455,0.040483703,20.91585012,-25.45247499,6.312982365,6.039236704,0.530314165,11.90428077,2.202090276,1.531328463,-28.90756707,44.82479897,29.27466612,-5.884416201,10212.47384,-2.038578616,126.0971774,1690.21555,2.55435032,51.69547362,65.42804385,99.9857874
ECM047,Q,Q13,QUEMAC,Bulk,79.7,182.7,318.5,53.34851811,528.4153001,166.3013908,210.2310343,113.5399057,575.6817562,0.361693826,0.304004055,6.26,0.583333333,53.83479894,12.15824709,426.2032581,58.46821396,372.3684592,4.808934506,2.302918075,5.762440075,8.06535815,0.081632653,-25.39051623,1.007593006,6.104288326,1.065172336,11.44871388,-28.06703773,0.144744203,2.809979569,0.082133437,21.34880155,-26.14201419,6.814543041,5.705336064,0.563046402,12.10316243,1.182179961,1.76943716,-29.21921865,48.34497351,27.32220772,7.304057294,9526.347606,-1.452894796,156.7951267,1547.529364,2.521342135,51.90487248,60.99047625,99.85179558
ECM048,T,T18,TILAME,Bulk,38.7,176.5,303.6,29.48959475,350.4755573,106.0007288,164.9400214,75.2966989,626.9251012,0.551272283,0.53561298,6.42,0.636726547,16.59090909,9.474106582,347.4310344,50.80799372,330.8401253,5.362826909,1.820002728,7.593909639,9.413912367,0.078135966,-25.10604848,0.871382407,6.771776111,0.920517419,11.64944817,-27.15798135,0.161089569,3.951295686,0.090776441,21.83885402,-25.58818757,6.858638445,6.09123287,0.557340017,12.30601076,1.538501283,1.872801174,-28.46998868,46.06739458,24.59820912,25.24361369,7802.839513,3.424469141,63.54001137,1094.283816,1.231833127,30.15670719,48.5401115,99.37462599
